"x","y","z"
-106.2,39.9666666666667,2516
-106.183333333333,39.9666666666667,2477
-106.166666666667,39.9666666666667,2500
-106.15,39.9666666666667,2467
-106.133333333333,39.9666666666667,2586
-106.116666666667,39.9666666666667,2665
-106.1,39.9666666666667,2717
-106.083333333333,39.9666666666667,2699
-106.066666666667,39.9666666666667,2696
-106.05,39.9666666666667,2827
-106.033333333333,39.9666666666667,2969
-106.016666666667,39.9666666666667,2948
-106,39.9666666666667,3037
-105.983333333333,39.9666666666667,3099
-105.966666666667,39.9666666666667,2919
-105.95,39.9666666666667,2856
-105.933333333333,39.9666666666667,2878
-105.916666666667,39.9666666666667,2852
-105.9,39.9666666666667,2694
-105.883333333333,39.9666666666667,2644
-105.866666666667,39.9666666666667,2625
-105.85,39.9666666666667,2606
-105.833333333333,39.9666666666667,2606
-105.816666666667,39.9666666666667,2591
-105.8,39.9666666666667,2652
-105.783333333333,39.9666666666667,2621
-105.766666666667,39.9666666666667,2661
-105.75,39.9666666666667,2856
-105.733333333333,39.9666666666667,3045
-105.716666666667,39.9666666666667,3235
-105.7,39.9666666666667,3448
-105.683333333333,39.9666666666667,3528
-105.666666666667,39.9666666666667,3398
-105.65,39.9666666666667,3253
-105.633333333333,39.9666666666667,3129
-105.616666666667,39.9666666666667,3150
-105.6,39.9666666666667,2974
-105.583333333333,39.9666666666667,3085
-105.566666666667,39.9666666666667,2920
-105.55,39.9666666666667,2725
-105.533333333333,39.9666666666667,2644
-105.516666666667,39.9666666666667,2581
-105.5,39.9666666666667,2544
-105.483333333333,39.9666666666667,2535
-105.466666666667,39.9666666666667,2566
-105.45,39.9666666666667,2616
-105.433333333333,39.9666666666667,2511
-105.416666666667,39.9666666666667,2452
-105.4,39.9666666666667,2384
-105.383333333333,39.9666666666667,2463
-105.366666666667,39.9666666666667,2401
-105.35,39.9666666666667,2300
-105.333333333333,39.9666666666667,2266
-105.316666666667,39.9666666666667,2229
-105.3,39.9666666666667,2261
-105.283333333333,39.9666666666667,2005
-105.266666666667,39.9666666666667,1787
-105.25,39.9666666666667,1705
-105.233333333333,39.9666666666667,1662
-105.216666666667,39.9666666666667,1681
-105.2,39.9666666666667,1706
-105.183333333333,39.9666666666667,1716
-105.166666666667,39.9666666666667,1685
-105.15,39.9666666666667,1658
-105.133333333333,39.9666666666667,1638
-105.116666666667,39.9666666666667,1625
-105.1,39.9666666666667,1604
-105.083333333333,39.9666666666667,1590
-105.066666666667,39.9666666666667,1611
-105.05,39.9666666666667,1627
-105.033333333333,39.9666666666667,1637
-105.016666666667,39.9666666666667,1621
-105,39.9666666666667,1601
-104.983333333333,39.9666666666667,1583
-104.966666666667,39.9666666666667,1565
-104.95,39.9666666666667,1576
-108.8,39.95,1861
-108.783333333333,39.95,1813
-108.766666666667,39.95,1752
-108.75,39.95,1814
-108.733333333333,39.95,1864
-108.716666666667,39.95,1918
-108.7,39.95,1948
-108.683333333333,39.95,1994
-108.666666666667,39.95,2146
-108.65,39.95,2245
-108.633333333333,39.95,2415
-108.616666666667,39.95,2535
-108.6,39.95,2448
-108.583333333333,39.95,2408
-108.566666666667,39.95,2334
-108.55,39.95,2233
-108.533333333333,39.95,2168
-108.516666666667,39.95,2170
-108.5,39.95,2134
-108.483333333333,39.95,2086
-108.466666666667,39.95,2044
-108.45,39.95,2010
-108.433333333333,39.95,1991
-108.416666666667,39.95,1971
-108.4,39.95,1946
-108.383333333333,39.95,1957
-108.366666666667,39.95,1979
-108.35,39.95,1991
-108.333333333333,39.95,2018
-108.316666666667,39.95,2001
-108.3,39.95,1937
-108.283333333333,39.95,1872
-108.266666666667,39.95,1934
-108.25,39.95,1985
-108.233333333333,39.95,2013
-108.216666666667,39.95,2033
-108.2,39.95,2108
-108.183333333333,39.95,2116
-108.166666666667,39.95,2134
-108.15,39.95,2137
-108.133333333333,39.95,2118
-108.116666666667,39.95,2095
-108.1,39.95,2117
-108.083333333333,39.95,2161
-108.066666666667,39.95,2194
-108.05,39.95,2263
-108.033333333333,39.95,2322
-108.016666666667,39.95,2382
-108,39.95,2262
-107.983333333333,39.95,2075
-107.966666666667,39.95,2094
-107.95,39.95,2196
-107.933333333333,39.95,2052
-107.916666666667,39.95,2179
-107.9,39.95,2446
-107.883333333333,39.95,2518
-107.866666666667,39.95,2471
-107.85,39.95,2400
-107.833333333333,39.95,2304
-107.816666666667,39.95,2269
-107.8,39.95,2163
-107.783333333333,39.95,2064
-107.766666666667,39.95,2094
-107.75,39.95,2136
-107.733333333333,39.95,2139
-107.716666666667,39.95,2180
-107.7,39.95,2140
-107.683333333333,39.95,2113
-107.666666666667,39.95,2205
-107.65,39.95,2289
-107.633333333333,39.95,2380
-107.616666666667,39.95,2452
-107.6,39.95,2451
-107.583333333333,39.95,2299
-107.566666666667,39.95,2309
-107.55,39.95,2535
-107.533333333333,39.95,2768
-107.516666666667,39.95,3070
-107.5,39.95,3181
-107.483333333333,39.95,3115
-107.466666666667,39.95,2893
-107.45,39.95,3111
-107.433333333333,39.95,3173
-107.416666666667,39.95,2977
-107.4,39.95,2825
-107.383333333333,39.95,2877
-107.366666666667,39.95,3113
-107.35,39.95,3401
-107.333333333333,39.95,3411
-107.316666666667,39.95,3372
-107.3,39.95,3370
-107.283333333333,39.95,3359
-107.266666666667,39.95,3392
-107.25,39.95,3429
-107.233333333333,39.95,3395
-107.216666666667,39.95,3373
-107.2,39.95,3302
-107.183333333333,39.95,3519
-107.166666666667,39.95,3433
-107.15,39.95,3193
-107.133333333333,39.95,3152
-107.116666666667,39.95,3137
-107.1,39.95,3131
-107.083333333333,39.95,3082
-107.066666666667,39.95,3018
-107.05,39.95,3046
-107.033333333333,39.95,2857
-107.016666666667,39.95,2780
-107,39.95,2732
-106.983333333333,39.95,2712
-106.966666666667,39.95,2636
-106.95,39.95,2544
-106.933333333333,39.95,2496
-106.916666666667,39.95,2547
-106.9,39.95,2682
-106.883333333333,39.95,2774
-106.866666666667,39.95,2823
-106.85,39.95,2872
-106.833333333333,39.95,2832
-106.816666666667,39.95,2735
-106.8,39.95,2621
-106.783333333333,39.95,2423
-106.766666666667,39.95,2295
-106.75,39.95,2248
-106.733333333333,39.95,2149
-106.716666666667,39.95,2225
-106.7,39.95,2377
-106.683333333333,39.95,2569
-106.666666666667,39.95,2572
-106.65,39.95,2520
-106.633333333333,39.95,2555
-106.616666666667,39.95,2559
-106.6,39.95,2484
-106.583333333333,39.95,2385
-106.566666666667,39.95,2199
-106.55,39.95,2155
-106.533333333333,39.95,2258
-106.516666666667,39.95,2418
-106.5,39.95,2400
-106.483333333333,39.95,2557
-106.466666666667,39.95,2743
-106.45,39.95,2873
-106.433333333333,39.95,2880
-106.416666666667,39.95,2724
-106.4,39.95,2566
-106.383333333333,39.95,2440
-106.366666666667,39.95,2355
-106.35,39.95,2330
-106.333333333333,39.95,2418
-106.316666666667,39.95,2519
-106.3,39.95,2711
-106.283333333333,39.95,3005
-106.266666666667,39.95,2940
-106.25,39.95,2748
-106.233333333333,39.95,2608
-106.216666666667,39.95,2540
-106.2,39.95,2533
-106.183333333333,39.95,2519
-106.166666666667,39.95,2571
-106.15,39.95,2546
-106.133333333333,39.95,2558
-106.116666666667,39.95,2663
-106.1,39.95,2821
-106.083333333333,39.95,2900
-106.066666666667,39.95,2806
-106.05,39.95,2757
-106.033333333333,39.95,2870
-106.016666666667,39.95,3011
-106,39.95,3079
-105.983333333333,39.95,3161
-105.966666666667,39.95,3163
-105.95,39.95,3047
-105.933333333333,39.95,2964
-105.916666666667,39.95,3001
-105.9,39.95,2778
-105.883333333333,39.95,2696
-105.866666666667,39.95,2648
-105.85,39.95,2659
-105.833333333333,39.95,2640
-105.816666666667,39.95,2616
-105.8,39.95,2680
-105.783333333333,39.95,2681
-105.766666666667,39.95,2685
-105.75,39.95,2817
-105.733333333333,39.95,2967
-105.716666666667,39.95,3201
-105.7,39.95,3542
-105.683333333333,39.95,3527
-105.666666666667,39.95,3351
-105.65,39.95,3234
-105.633333333333,39.95,3146
-105.616666666667,39.95,3041
-105.6,39.95,2891
-105.583333333333,39.95,2842
-105.566666666667,39.95,2800
-105.55,39.95,2704
-105.533333333333,39.95,2642
-105.516666666667,39.95,2629
-105.5,39.95,2623
-105.483333333333,39.95,2640
-105.466666666667,39.95,2623
-105.45,39.95,2588
-105.433333333333,39.95,2523
-105.416666666667,39.95,2470
-105.4,39.95,2389
-105.383333333333,39.95,2318
-105.366666666667,39.95,2253
-105.35,39.95,2220
-105.333333333333,39.95,2162
-105.316666666667,39.95,2111
-105.3,39.95,2317
-105.283333333333,39.95,2041
-105.266666666667,39.95,1794
-105.25,39.95,1704
-105.233333333333,39.95,1715
-105.216666666667,39.95,1732
-105.2,39.95,1738
-105.183333333333,39.95,1717
-105.166666666667,39.95,1695
-105.15,39.95,1672
-105.133333333333,39.95,1648
-105.116666666667,39.95,1623
-105.1,39.95,1608
-105.083333333333,39.95,1621
-105.066666666667,39.95,1651
-105.05,39.95,1631
-105.033333333333,39.95,1612
-105.016666666667,39.95,1602
-105,39.95,1589
-104.983333333333,39.95,1576
-104.966666666667,39.95,1578
-104.95,39.95,1600
-108.8,39.9333333333333,1884
-108.783333333333,39.9333333333333,1826
-108.766666666667,39.9333333333333,1788
-108.75,39.9333333333333,1775
-108.733333333333,39.9333333333333,1852
-108.716666666667,39.9333333333333,1902
-108.7,39.9333333333333,1935
-108.683333333333,39.9333333333333,1979
-108.666666666667,39.9333333333333,2050
-108.65,39.9333333333333,2251
-108.633333333333,39.9333333333333,2439
-108.616666666667,39.9333333333333,2541
-108.6,39.9333333333333,2430
-108.583333333333,39.9333333333333,2376
-108.566666666667,39.9333333333333,2307
-108.55,39.9333333333333,2286
-108.533333333333,39.9333333333333,2264
-108.516666666667,39.9333333333333,2210
-108.5,39.9333333333333,2163
-108.483333333333,39.9333333333333,2104
-108.466666666667,39.9333333333333,2059
-108.45,39.9333333333333,2009
-108.433333333333,39.9333333333333,1977
-108.416666666667,39.9333333333333,1954
-108.4,39.9333333333333,1986
-108.383333333333,39.9333333333333,1994
-108.366666666667,39.9333333333333,2025
-108.35,39.9333333333333,2030
-108.333333333333,39.9333333333333,2006
-108.316666666667,39.9333333333333,1957
-108.3,39.9333333333333,1893
-108.283333333333,39.9333333333333,1918
-108.266666666667,39.9333333333333,1970
-108.25,39.9333333333333,2020
-108.233333333333,39.9333333333333,2080
-108.216666666667,39.9333333333333,2083
-108.2,39.9333333333333,2135
-108.183333333333,39.9333333333333,2160
-108.166666666667,39.9333333333333,2139
-108.15,39.9333333333333,2202
-108.133333333333,39.9333333333333,2144
-108.116666666667,39.9333333333333,2167
-108.1,39.9333333333333,2153
-108.083333333333,39.9333333333333,2237
-108.066666666667,39.9333333333333,2248
-108.05,39.9333333333333,2276
-108.033333333333,39.9333333333333,2313
-108.016666666667,39.9333333333333,2372
-108,39.9333333333333,2353
-107.983333333333,39.9333333333333,2196
-107.966666666667,39.9333333333333,2102
-107.95,39.9333333333333,2217
-107.933333333333,39.9333333333333,2075
-107.916666666667,39.9333333333333,2166
-107.9,39.9333333333333,2359
-107.883333333333,39.9333333333333,2393
-107.866666666667,39.9333333333333,2411
-107.85,39.9333333333333,2336
-107.833333333333,39.9333333333333,2276
-107.816666666667,39.9333333333333,2320
-107.8,39.9333333333333,2330
-107.783333333333,39.9333333333333,2277
-107.766666666667,39.9333333333333,2141
-107.75,39.9333333333333,2149
-107.733333333333,39.9333333333333,2301
-107.716666666667,39.9333333333333,2309
-107.7,39.9333333333333,2238
-107.683333333333,39.9333333333333,2250
-107.666666666667,39.9333333333333,2277
-107.65,39.9333333333333,2439
-107.633333333333,39.9333333333333,2508
-107.616666666667,39.9333333333333,2596
-107.6,39.9333333333333,2636
-107.583333333333,39.9333333333333,2596
-107.566666666667,39.9333333333333,2318
-107.55,39.9333333333333,2365
-107.533333333333,39.9333333333333,2628
-107.516666666667,39.9333333333333,2907
-107.5,39.9333333333333,3252
-107.483333333333,39.9333333333333,3187
-107.466666666667,39.9333333333333,3158
-107.45,39.9333333333333,3217
-107.433333333333,39.9333333333333,3231
-107.416666666667,39.9333333333333,3277
-107.4,39.9333333333333,3268
-107.383333333333,39.9333333333333,3127
-107.366666666667,39.9333333333333,3087
-107.35,39.9333333333333,3059
-107.333333333333,39.9333333333333,3221
-107.316666666667,39.9333333333333,3325
-107.3,39.9333333333333,3367
-107.283333333333,39.9333333333333,3375
-107.266666666667,39.9333333333333,3348
-107.25,39.9333333333333,3449
-107.233333333333,39.9333333333333,3409
-107.216666666667,39.9333333333333,3374
-107.2,39.9333333333333,3415
-107.183333333333,39.9333333333333,3518
-107.166666666667,39.9333333333333,3370
-107.15,39.9333333333333,3384
-107.133333333333,39.9333333333333,3287
-107.116666666667,39.9333333333333,3110
-107.1,39.9333333333333,3017
-107.083333333333,39.9333333333333,2904
-107.066666666667,39.9333333333333,2840
-107.05,39.9333333333333,2898
-107.033333333333,39.9333333333333,2849
-107.016666666667,39.9333333333333,2711
-107,39.9333333333333,2687
-106.983333333333,39.9333333333333,2646
-106.966666666667,39.9333333333333,2599
-106.95,39.9333333333333,2520
-106.933333333333,39.9333333333333,2478
-106.916666666667,39.9333333333333,2433
-106.9,39.9333333333333,2495
-106.883333333333,39.9333333333333,2580
-106.866666666667,39.9333333333333,2643
-106.85,39.9333333333333,2691
-106.833333333333,39.9333333333333,2675
-106.816666666667,39.9333333333333,2640
-106.8,39.9333333333333,2350
-106.783333333333,39.9333333333333,2242
-106.766666666667,39.9333333333333,2207
-106.75,39.9333333333333,2171
-106.733333333333,39.9333333333333,2163
-106.716666666667,39.9333333333333,2183
-106.7,39.9333333333333,2471
-106.683333333333,39.9333333333333,2441
-106.666666666667,39.9333333333333,2379
-106.65,39.9333333333333,2401
-106.633333333333,39.9333333333333,2416
-106.616666666667,39.9333333333333,2375
-106.6,39.9333333333333,2428
-106.583333333333,39.9333333333333,2322
-106.566666666667,39.9333333333333,2318
-106.55,39.9333333333333,2306
-106.533333333333,39.9333333333333,2231
-106.516666666667,39.9333333333333,2350
-106.5,39.9333333333333,2401
-106.483333333333,39.9333333333333,2431
-106.466666666667,39.9333333333333,2689
-106.45,39.9333333333333,2860
-106.433333333333,39.9333333333333,2891
-106.416666666667,39.9333333333333,2741
-106.4,39.9333333333333,2595
-106.383333333333,39.9333333333333,2454
-106.366666666667,39.9333333333333,2399
-106.35,39.9333333333333,2327
-106.333333333333,39.9333333333333,2374
-106.316666666667,39.9333333333333,2466
-106.3,39.9333333333333,2652
-106.283333333333,39.9333333333333,3020
-106.266666666667,39.9333333333333,3180
-106.25,39.9333333333333,2947
-106.233333333333,39.9333333333333,2705
-106.216666666667,39.9333333333333,2586
-106.2,39.9333333333333,2553
-106.183333333333,39.9333333333333,2535
-106.166666666667,39.9333333333333,2583
-106.15,39.9333333333333,2598
-106.133333333333,39.9333333333333,2563
-106.116666666667,39.9333333333333,2643
-106.1,39.9333333333333,2791
-106.083333333333,39.9333333333333,2797
-106.066666666667,39.9333333333333,2921
-106.05,39.9333333333333,2936
-106.033333333333,39.9333333333333,2930
-106.016666666667,39.9333333333333,2984
-106,39.9333333333333,3020
-105.983333333333,39.9333333333333,3039
-105.966666666667,39.9333333333333,3052
-105.95,39.9333333333333,2951
-105.933333333333,39.9333333333333,2904
-105.916666666667,39.9333333333333,2872
-105.9,39.9333333333333,2803
-105.883333333333,39.9333333333333,2786
-105.866666666667,39.9333333333333,2714
-105.85,39.9333333333333,2691
-105.833333333333,39.9333333333333,2678
-105.816666666667,39.9333333333333,2663
-105.8,39.9333333333333,2668
-105.783333333333,39.9333333333333,2718
-105.766666666667,39.9333333333333,2771
-105.75,39.9333333333333,2862
-105.733333333333,39.9333333333333,2988
-105.716666666667,39.9333333333333,3131
-105.7,39.9333333333333,3420
-105.683333333333,39.9333333333333,3533
-105.666666666667,39.9333333333333,3451
-105.65,39.9333333333333,3297
-105.633333333333,39.9333333333333,3179
-105.616666666667,39.9333333333333,3094
-105.6,39.9333333333333,3035
-105.583333333333,39.9333333333333,2910
-105.566666666667,39.9333333333333,2905
-105.55,39.9333333333333,2903
-105.533333333333,39.9333333333333,2778
-105.516666666667,39.9333333333333,2656
-105.5,39.9333333333333,2616
-105.483333333333,39.9333333333333,2585
-105.466666666667,39.9333333333333,2555
-105.45,39.9333333333333,2539
-105.433333333333,39.9333333333333,2516
-105.416666666667,39.9333333333333,2490
-105.4,39.9333333333333,2455
-105.383333333333,39.9333333333333,2366
-105.366666666667,39.9333333333333,2289
-105.35,39.9333333333333,2210
-105.333333333333,39.9333333333333,2161
-105.316666666667,39.9333333333333,2053
-105.3,39.9333333333333,1997
-105.283333333333,39.9333333333333,1950
-105.266666666667,39.9333333333333,1785
-105.25,39.9333333333333,1779
-105.233333333333,39.9333333333333,1799
-105.216666666667,39.9333333333333,1771
-105.2,39.9333333333333,1748
-105.183333333333,39.9333333333333,1747
-105.166666666667,39.9333333333333,1709
-105.15,39.9333333333333,1671
-105.133333333333,39.9333333333333,1650
-105.116666666667,39.9333333333333,1635
-105.1,39.9333333333333,1646
-105.083333333333,39.9333333333333,1654
-105.066666666667,39.9333333333333,1645
-105.05,39.9333333333333,1626
-105.033333333333,39.9333333333333,1607
-105.016666666667,39.9333333333333,1593
-105,39.9333333333333,1589
-104.983333333333,39.9333333333333,1591
-104.966666666667,39.9333333333333,1602
-104.95,39.9333333333333,1609
-108.8,39.9166666666667,1871
-108.783333333333,39.9166666666667,1867
-108.766666666667,39.9166666666667,1868
-108.75,39.9166666666667,1798
-108.733333333333,39.9166666666667,1843
-108.716666666667,39.9166666666667,1910
-108.7,39.9166666666667,1938
-108.683333333333,39.9166666666667,1973
-108.666666666667,39.9166666666667,2027
-108.65,39.9166666666667,2148
-108.633333333333,39.9166666666667,2454
-108.616666666667,39.9166666666667,2551
-108.6,39.9166666666667,2465
-108.583333333333,39.9166666666667,2400
-108.566666666667,39.9166666666667,2343
-108.55,39.9166666666667,2265
-108.533333333333,39.9166666666667,2207
-108.516666666667,39.9166666666667,2133
-108.5,39.9166666666667,2097
-108.483333333333,39.9166666666667,2054
-108.466666666667,39.9166666666667,2054
-108.45,39.9166666666667,2050
-108.433333333333,39.9166666666667,2006
-108.416666666667,39.9166666666667,1989
-108.4,39.9166666666667,2009
-108.383333333333,39.9166666666667,2032
-108.366666666667,39.9166666666667,2052
-108.35,39.9166666666667,2033
-108.333333333333,39.9166666666667,1980
-108.316666666667,39.9166666666667,1932
-108.3,39.9166666666667,1884
-108.283333333333,39.9166666666667,1942
-108.266666666667,39.9166666666667,1990
-108.25,39.9166666666667,2031
-108.233333333333,39.9166666666667,2112
-108.216666666667,39.9166666666667,2172
-108.2,39.9166666666667,2183
-108.183333333333,39.9166666666667,2206
-108.166666666667,39.9166666666667,2184
-108.15,39.9166666666667,2238
-108.133333333333,39.9166666666667,2174
-108.116666666667,39.9166666666667,2242
-108.1,39.9166666666667,2171
-108.083333333333,39.9166666666667,2187
-108.066666666667,39.9166666666667,2304
-108.05,39.9166666666667,2289
-108.033333333333,39.9166666666667,2336
-108.016666666667,39.9166666666667,2395
-108,39.9166666666667,2432
-107.983333333333,39.9166666666667,2275
-107.966666666667,39.9166666666667,2129
-107.95,39.9166666666667,2248
-107.933333333333,39.9166666666667,2140
-107.916666666667,39.9166666666667,2144
-107.9,39.9166666666667,2272
-107.883333333333,39.9166666666667,2431
-107.866666666667,39.9166666666667,2463
-107.85,39.9166666666667,2401
-107.833333333333,39.9166666666667,2392
-107.816666666667,39.9166666666667,2368
-107.8,39.9166666666667,2331
-107.783333333333,39.9166666666667,2216
-107.766666666667,39.9166666666667,2252
-107.75,39.9166666666667,2212
-107.733333333333,39.9166666666667,2402
-107.716666666667,39.9166666666667,2387
-107.7,39.9166666666667,2336
-107.683333333333,39.9166666666667,2365
-107.666666666667,39.9166666666667,2301
-107.65,39.9166666666667,2478
-107.633333333333,39.9166666666667,2603
-107.616666666667,39.9166666666667,2707
-107.6,39.9166666666667,2796
-107.583333333333,39.9166666666667,2755
-107.566666666667,39.9166666666667,2484
-107.55,39.9166666666667,2325
-107.533333333333,39.9166666666667,2548
-107.516666666667,39.9166666666667,2873
-107.5,39.9166666666667,3141
-107.483333333333,39.9166666666667,3228
-107.466666666667,39.9166666666667,3251
-107.45,39.9166666666667,3262
-107.433333333333,39.9166666666667,3286
-107.416666666667,39.9166666666667,3294
-107.4,39.9166666666667,3251
-107.383333333333,39.9166666666667,3357
-107.366666666667,39.9166666666667,3349
-107.35,39.9166666666667,3308
-107.333333333333,39.9166666666667,3271
-107.316666666667,39.9166666666667,3334
-107.3,39.9166666666667,3350
-107.283333333333,39.9166666666667,3322
-107.266666666667,39.9166666666667,3273
-107.25,39.9166666666667,3197
-107.233333333333,39.9166666666667,3272
-107.216666666667,39.9166666666667,3324
-107.2,39.9166666666667,3393
-107.183333333333,39.9166666666667,3528
-107.166666666667,39.9166666666667,3442
-107.15,39.9166666666667,3387
-107.133333333333,39.9166666666667,3520
-107.116666666667,39.9166666666667,3335
-107.1,39.9166666666667,3115
-107.083333333333,39.9166666666667,2994
-107.066666666667,39.9166666666667,2834
-107.05,39.9166666666667,2711
-107.033333333333,39.9166666666667,2671
-107.016666666667,39.9166666666667,2648
-107,39.9166666666667,2551
-106.983333333333,39.9166666666667,2442
-106.966666666667,39.9166666666667,2385
-106.95,39.9166666666667,2343
-106.933333333333,39.9166666666667,2317
-106.916666666667,39.9166666666667,2350
-106.9,39.9166666666667,2355
-106.883333333333,39.9166666666667,2394
-106.866666666667,39.9166666666667,2377
-106.85,39.9166666666667,2402
-106.833333333333,39.9166666666667,2400
-106.816666666667,39.9166666666667,2345
-106.8,39.9166666666667,2156
-106.783333333333,39.9166666666667,2097
-106.766666666667,39.9166666666667,2110
-106.75,39.9166666666667,2093
-106.733333333333,39.9166666666667,2095
-106.716666666667,39.9166666666667,2117
-106.7,39.9166666666667,2262
-106.683333333333,39.9166666666667,2246
-106.666666666667,39.9166666666667,2384
-106.65,39.9166666666667,2690
-106.633333333333,39.9166666666667,2531
-106.616666666667,39.9166666666667,2235
-106.6,39.9166666666667,2140
-106.583333333333,39.9166666666667,2148
-106.566666666667,39.9166666666667,2265
-106.55,39.9166666666667,2330
-106.533333333333,39.9166666666667,2286
-106.516666666667,39.9166666666667,2286
-106.5,39.9166666666667,2318
-106.483333333333,39.9166666666667,2318
-106.466666666667,39.9166666666667,2487
-106.45,39.9166666666667,2688
-106.433333333333,39.9166666666667,2804
-106.416666666667,39.9166666666667,2710
-106.4,39.9166666666667,2720
-106.383333333333,39.9166666666667,2604
-106.366666666667,39.9166666666667,2490
-106.35,39.9166666666667,2371
-106.333333333333,39.9166666666667,2369
-106.316666666667,39.9166666666667,2422
-106.3,39.9166666666667,2601
-106.283333333333,39.9166666666667,2845
-106.266666666667,39.9166666666667,3100
-106.25,39.9166666666667,3104
-106.233333333333,39.9166666666667,2878
-106.216666666667,39.9166666666667,2707
-106.2,39.9166666666667,2660
-106.183333333333,39.9166666666667,2599
-106.166666666667,39.9166666666667,2605
-106.15,39.9166666666667,2615
-106.133333333333,39.9166666666667,2584
-106.116666666667,39.9166666666667,2581
-106.1,39.9166666666667,2671
-106.083333333333,39.9166666666667,2824
-106.066666666667,39.9166666666667,2921
-106.05,39.9166666666667,2867
-106.033333333333,39.9166666666667,2946
-106.016666666667,39.9166666666667,2947
-106,39.9166666666667,2999
-105.983333333333,39.9166666666667,3016
-105.966666666667,39.9166666666667,3201
-105.95,39.9166666666667,3226
-105.933333333333,39.9166666666667,3228
-105.916666666667,39.9166666666667,3078
-105.9,39.9166666666667,3007
-105.883333333333,39.9166666666667,2845
-105.866666666667,39.9166666666667,2760
-105.85,39.9166666666667,2808
-105.833333333333,39.9166666666667,2742
-105.816666666667,39.9166666666667,2787
-105.8,39.9166666666667,2753
-105.783333333333,39.9166666666667,2712
-105.766666666667,39.9166666666667,2854
-105.75,39.9166666666667,2973
-105.733333333333,39.9166666666667,3132
-105.716666666667,39.9166666666667,3170
-105.7,39.9166666666667,3413
-105.683333333333,39.9166666666667,3516
-105.666666666667,39.9166666666667,3276
-105.65,39.9166666666667,3223
-105.633333333333,39.9166666666667,3180
-105.616666666667,39.9166666666667,3085
-105.6,39.9166666666667,2921
-105.583333333333,39.9166666666667,2837
-105.566666666667,39.9166666666667,2894
-105.55,39.9166666666667,2805
-105.533333333333,39.9166666666667,2739
-105.516666666667,39.9166666666667,2649
-105.5,39.9166666666667,2616
-105.483333333333,39.9166666666667,2623
-105.466666666667,39.9166666666667,2562
-105.45,39.9166666666667,2589
-105.433333333333,39.9166666666667,2638
-105.416666666667,39.9166666666667,2621
-105.4,39.9166666666667,2669
-105.383333333333,39.9166666666667,2631
-105.366666666667,39.9166666666667,2467
-105.35,39.9166666666667,2406
-105.333333333333,39.9166666666667,2415
-105.316666666667,39.9166666666667,2271
-105.3,39.9166666666667,2258
-105.283333333333,39.9166666666667,2151
-105.266666666667,39.9166666666667,1901
-105.25,39.9166666666667,1853
-105.233333333333,39.9166666666667,1829
-105.216666666667,39.9166666666667,1806
-105.2,39.9166666666667,1782
-105.183333333333,39.9166666666667,1764
-105.166666666667,39.9166666666667,1739
-105.15,39.9166666666667,1731
-105.133333333333,39.9166666666667,1708
-105.116666666667,39.9166666666667,1690
-105.1,39.9166666666667,1675
-105.083333333333,39.9166666666667,1649
-105.066666666667,39.9166666666667,1631
-105.05,39.9166666666667,1615
-105.033333333333,39.9166666666667,1601
-105.016666666667,39.9166666666667,1608
-105,39.9166666666667,1628
-104.983333333333,39.9166666666667,1633
-104.966666666667,39.9166666666667,1619
-104.95,39.9166666666667,1603
-108.8,39.9,1937
-108.783333333333,39.9,1953
-108.766666666667,39.9,1909
-108.75,39.9,1840
-108.733333333333,39.9,1826
-108.716666666667,39.9,1895
-108.7,39.9,1923
-108.683333333333,39.9,1948
-108.666666666667,39.9,1987
-108.65,39.9,2136
-108.633333333333,39.9,2254
-108.616666666667,39.9,2514
-108.6,39.9,2446
-108.583333333333,39.9,2380
-108.566666666667,39.9,2308
-108.55,39.9,2256
-108.533333333333,39.9,2212
-108.516666666667,39.9,2162
-108.5,39.9,2128
-108.483333333333,39.9,2138
-108.466666666667,39.9,2109
-108.45,39.9,2046
-108.433333333333,39.9,2042
-108.416666666667,39.9,2045
-108.4,39.9,2031
-108.383333333333,39.9,2013
-108.366666666667,39.9,2005
-108.35,39.9,1970
-108.333333333333,39.9,1942
-108.316666666667,39.9,1962
-108.3,39.9,1912
-108.283333333333,39.9,1953
-108.266666666667,39.9,2036
-108.25,39.9,2106
-108.233333333333,39.9,2113
-108.216666666667,39.9,2194
-108.2,39.9,2250
-108.183333333333,39.9,2250
-108.166666666667,39.9,2261
-108.15,39.9,2243
-108.133333333333,39.9,2236
-108.116666666667,39.9,2296
-108.1,39.9,2273
-108.083333333333,39.9,2186
-108.066666666667,39.9,2221
-108.05,39.9,2263
-108.033333333333,39.9,2311
-108.016666666667,39.9,2433
-108,39.9,2463
-107.983333333333,39.9,2322
-107.966666666667,39.9,2177
-107.95,39.9,2268
-107.933333333333,39.9,2211
-107.916666666667,39.9,2171
-107.9,39.9,2346
-107.883333333333,39.9,2381
-107.866666666667,39.9,2479
-107.85,39.9,2495
-107.833333333333,39.9,2474
-107.816666666667,39.9,2423
-107.8,39.9,2394
-107.783333333333,39.9,2234
-107.766666666667,39.9,2296
-107.75,39.9,2330
-107.733333333333,39.9,2388
-107.716666666667,39.9,2524
-107.7,39.9,2527
-107.683333333333,39.9,2452
-107.666666666667,39.9,2314
-107.65,39.9,2486
-107.633333333333,39.9,2624
-107.616666666667,39.9,2769
-107.6,39.9,2996
-107.583333333333,39.9,2955
-107.566666666667,39.9,2682
-107.55,39.9,2402
