"","year","absorp","gen","av.lambda","av.FAT","av.eggV","av.temp"
"1",1950,0.4,1,1.92180518664329,4.53112630001706,0.999991323881129,19.0327840151049
"2",1950,0.4,2,1.78040103056782,4.19858157947199,0.999781842534416,18.8225480200956
"3",1950,0.4,3,1.70932770828031,4.0302815659198,0.999965095550372,18.3917514278251
"4",1950,0.45,1,2.01127529911499,4.74217462009519,0.999969262382707,19.4211126629912
"5",1950,0.45,2,1.86653390213974,4.40244205473822,0.999558957828534,19.196946939264
"6",1950,0.45,3,1.77193400957999,4.17843405489117,0.999833783147424,18.7614793289158
"7",1950,0.5,1,2.07129368194456,4.88393560474147,0.999911491928538,19.808492183527
"8",1950,0.5,2,1.92885577561283,4.55047000875173,0.999221149679809,19.5708246715569
"9",1950,0.5,3,1.80941824442528,4.26793475457265,0.999530435716226,19.1324312832284
"10",1950,0.55,1,2.09763021230044,4.94659935425851,0.999775326947913,20.1955319535695
"11",1950,0.55,2,1.96542291973688,4.63812231603878,0.998742369446256,19.9446684444783
"12",1950,0.55,3,1.82463912161267,4.30571644036033,0.998963066248656,19.5043061143357
"13",1950,0.6,1,2.09059507129592,4.93114124634231,0.999487782926474,20.5834673993685
"14",1950,0.6,2,1.97579358497543,4.66441762911465,0.99809575319444,20.3180511597667
"15",1950,0.6,3,1.82287463492183,4.3042698439389,0.99806596482812,19.87305383024
"16",1950,0.65,1,2.05170700239227,4.8414432560578,0.998944193373608,20.9721586398857
"17",1950,0.65,2,1.96148036841386,4.63303148118142,0.997232210891657,20.6910250954664
"18",1950,0.65,3,1.80938528812508,4.27605252350795,0.996770925692192,20.2433567778408
"19",1950,0.7,1,1.98680403974835,4.69152298888497,0.998022463914134,21.3599069122802
"20",1950,0.7,2,1.92598809316515,4.5523462603855,0.996094145552408,21.0650204415024
"21",1950,0.7,3,1.78861088852551,4.23115419296291,0.995118593042658,20.6158484356761
"22",1951,0.4,1,1.81321945865228,4.27507003443956,0.999999529589678,18.798347663586
"23",1951,0.4,2,1.6586683874938,3.91131199744834,0.99986508504875,19.7374525352522
"24",1951,0.4,3,1.67646279934156,3.95263358547936,1,19.1109799086588
"25",1951,0.45,1,1.95251660728012,4.60350089444049,0.999997967730206,19.1864025732477
"26",1951,0.45,2,1.74709222990572,4.12061540499718,0.999665299517808,20.1110661339155
"27",1951,0.45,3,1.79573747182315,4.2338504666924,0.999999936397412,19.4838939241967
"28",1951,0.5,1,2.06626246585928,4.87170735218712,0.999991900864975,19.5732877969712
"29",1951,0.5,2,1.82041501695479,4.29484412056059,0.999302172484865,20.4859938627696
"30",1951,0.5,3,1.89061341998755,4.45760902480523,0.999987127551952,19.8564239893755
"31",1951,0.55,1,2.15067306233513,5.07080301341804,0.999972930207108,19.9607457424701
"32",1951,0.55,2,1.87574852776425,4.42726414565146,0.998720667718801,20.8592274873113
"33",1951,0.55,3,1.95645099730635,4.61310965583235,0.999929399980222,20.2274094753348
"34",1951,0.6,1,2.20344735267554,5.19543136972956,0.999922768736779,20.3487274574211
"35",1951,0.6,2,1.91306551898361,4.5177279305811,0.997904393488431,21.2338978063999
"36",1951,0.6,3,1.99057731972211,4.69425170547537,0.99977206510086,20.6010285196276
"37",1951,0.65,1,2.22279667759785,5.24153364985333,0.999799116737509,20.7363892296075
"38",1951,0.65,2,1.93166337914458,4.56451391072608,0.996835707476227,21.6063130354911
"39",1951,0.65,3,1.99593067709993,4.70816172288974,0.999440583495359,20.9699871490201
"40",1951,0.7,1,2.20717173028755,5.20575248130211,0.999515002730983,21.1256020271297
"41",1951,0.7,2,1.93156100269673,4.56748343094916,0.995544633963705,21.9797989934889
"42",1951,0.7,3,1.97627290156387,4.66418117839171,0.998769330405399,21.3445668335992
"43",1952,0.4,1,1.88380169625101,4.44148708488153,0.999998772611819,18.6810750731124
"44",1952,0.4,2,1.79147574089435,4.22496673612665,0.999707428470192,19.5852433333959
"45",1952,0.4,3,1.85141179708079,4.36519505631793,0.999982639599524,19.7515241526323
"46",1952,0.45,1,2.01170728653643,4.74306817882501,0.999995355120617,19.0697530163253
"47",1952,0.45,2,1.85253864952878,4.36998292540116,0.999418437935905,19.9595861603438
"48",1952,0.45,3,1.88924929189143,4.45482207526085,0.999881340559303,20.1254472790861
"49",1952,0.5,1,2.11293799486961,4.9817927431083,0.999983556538036,19.4564909058089
"50",1952,0.5,2,1.89263933850365,4.46613527370378,0.99894201631308,20.3325763317274
"51",1952,0.5,3,1.89733253627692,4.47488943059729,0.999604284483165,20.4970066330299
"52",1952,0.55,1,2.18417055267269,5.14986536434692,0.999952959952888,19.84523508651
"53",1952,0.55,2,1.91209613936874,4.51416291802361,0.998249018897224,20.7059679491571
"54",1952,0.55,3,1.87985520260372,4.43540305165504,0.999075801490994,20.8711960842821
"55",1952,0.6,1,2.22256681121355,5.24071514876817,0.999873854589436,20.2324207174881
"56",1952,0.6,2,1.91173132098403,4.51603800571356,0.997291904366279,21.078013012054
"57",1952,0.6,3,1.8425341417261,4.350093366254,0.998188999258503,21.2422722998815
"58",1952,0.65,1,2.22660107583907,5.25094865220907,0.999688144421394,20.6190038588828
"59",1952,0.65,2,1.89325220344962,4.47573097982429,0.99605724545249,21.4509685142097
"60",1952,0.65,3,1.79162357360096,4.23401952713292,0.996795593119733,21.6139108382721
"61",1952,0.7,1,2.19502323790462,5.17777426255813,0.999332354383222,21.0081134470356
"62",1952,0.7,2,1.85837242298644,4.39723157188299,0.994536054247197,21.8255881773535
"63",1952,0.7,3,1.7382096459609,4.11313505335351,0.994864986842992,21.9866177092024
"64",1953,0.4,1,1.58390695705314,3.73441330506731,0.999999874775758,17.7948994691659
"65",1953,0.4,2,1.56932296055649,3.70025756423142,0.99994564918011,18.8679751658164
"66",1953,0.4,3,1.13773117724093,2.68245407185635,1,17.3655269886685
"67",1953,0.45,1,1.74652975217436,4.11783521114665,0.999999384086383,18.1841476545177
"68",1953,0.45,2,1.68230198663529,3.9668753259763,0.999882695599656,19.2413860894221
"69",1953,0.45,3,1.2613735551924,2.97396893251958,0.99999991200972,17.7415335778186
"70",1953,0.5,1,1.88953412241926,4.45501169589502,0.999996926959686,18.5728130783666
"71",1953,0.5,2,1.77806822120205,4.1931818139394,0.999747082135494,19.6155596352293
"72",1953,0.5,3,1.38723713606766,3.27072495527189,0.999998996848497,18.1140047596916
"73",1953,0.55,1,2.00763919743687,4.73350782151926,0.999988562812574,18.9578709497806
"74",1953,0.55,2,1.85484360746386,4.37508909372678,0.999500274832304,19.9885718737186
"75",1953,0.55,3,1.50980315935808,3.55972674006689,0.999993988789594,18.4880497800975
"76",1953,0.6,1,2.09801023989667,4.94667523396826,0.999965126132402,19.3459792555421
"77",1953,0.6,2,1.91123377819661,4.50942570714201,0.999085715589694,20.3626646156636
"78",1953,0.6,3,1.62046441203523,3.82072821669966,0.999974511955861,18.8604541513517
"79",1953,0.65,1,2.15637206104781,5.08451846816511,0.999904552774745,19.7333203952697
"80",1953,0.65,2,1.94605332230181,4.59347314335223,0.99845143199516,20.7356615191893
"81",1953,0.65,3,1.7132247448338,4.03971636101778,0.999910033101303,19.2326802180564
"82",1953,0.7,1,2.18135471914018,5.14396137838203,0.99976356253731,20.1227281337616
"83",1953,0.7,2,1.96065491954285,4.63038321734893,0.997575336297879,21.1108557484758
"84",1953,0.7,3,1.78482551399042,4.2093099107646,0.999723198957884,19.6095873938738
"85",1954,0.4,1,1.87385429232938,4.41802808530981,0.99999996435591,18.533763623292
"86",1954,0.4,2,1.66405369706653,3.92451874993436,0.999714774374029,19.1283517719441
"87",1954,0.4,3,1.632224706467,3.84840194954666,0.99998592544986,18.5156226953697
"88",1954,0.45,1,2.00401058810543,4.72490842314822,0.999998419127823,18.9208710987943
"89",1954,0.45,2,1.73931182622607,4.10312760914118,0.999381398117838,19.5004017100675
"90",1954,0.45,3,1.71225397677891,4.03736339455322,0.999925277147875,18.8901580004845
"91",1954,0.5,1,2.10998381130636,4.97479207399925,0.999992657614018,19.3093223956794
"92",1954,0.5,2,1.7998149378902,4.24748567167726,0.998853053727413,19.8748704119988
"93",1954,0.5,3,1.76896918571814,4.17185772896142,0.999737565475654,19.2622188811197
"94",1954,0.55,1,2.18676598492432,5.15589452481927,0.999977109012765,19.6947203668511
"95",1954,0.55,2,1.84342652633125,4.35254309511096,0.998101838979185,20.2488901986887
"96",1954,0.55,3,1.80332929470605,4.25428630518605,0.99936327460433,19.6379843535582
"97",1954,0.6,1,2.23070732388278,5.25966362945471,0.999938404112832,20.0828275731089
"98",1954,0.6,2,1.86897274863448,4.41539593645978,0.997135972971352,20.6207015152913
"99",1954,0.6,3,1.81336067585969,4.28000197849719,0.998759926994939,20.0077577889823
"100",1954,0.65,1,2.23862068512744,5.27874027401125,0.999837013679451,20.4696809024585
"101",1954,0.65,2,1.87593362217877,4.43475854450358,0.995954691691444,20.9949817923157
"102",1954,0.65,3,1.80490238876838,4.26298659503681,0.997827464434282,20.3778639652096
"103",1954,0.7,1,2.20801951538201,5.20751466686207,0.999599560473777,20.8587276820006
"104",1954,0.7,2,1.86409655604824,4.41013821180728,0.994550384031331,21.369124257927
"105",1954,0.7,3,1.78309535036865,4.2152714027248,0.996531056413742,20.7556527490437
"106",1955,0.4,1,1.61186103295138,3.80032172592754,0.999999790643603,17.9393805827197
"107",1955,0.4,2,1.63437297197339,3.8538438683858,0.999896755738034,18.9337676981627
"108",1955,0.4,3,1.24675625655663,2.93950649362613,0.999999710463007,17.1119735481904
"109",1955,0.45,1,1.76940920926826,4.17179479854296,0.999996199719197,18.3267072579087
