"","lon","lat","lon.ind","lat.ind","ind","elev","airpr"
"345",-108.4375,39.6875,5,22,345,2487,74.8045795316927
"346",-108.3125,39.6875,6,22,346,2332,76.2724852938714
"347",-108.1875,39.6875,7,22,347,2341,76.1866192734156
"348",-108.0625,39.6875,8,22,348,2404,75.5877462207389
"349",-107.9375,39.6875,9,22,349,2376,75.8534396082467
"350",-107.8125,39.6875,10,22,350,2431,75.3322560689067
"351",-107.6875,39.6875,11,22,351,2421,75.4268003875994
"352",-107.5625,39.6875,12,22,352,2660,73.1933087641336
"353",-107.4375,39.6875,13,22,353,3118,69.0628699211878
"355",-107.1875,39.6875,15,22,355,3051,69.6550252116984
"356",-107.0625,39.6875,16,22,356,2143,78.0938539587416
"357",-106.9375,39.6875,17,22,357,2266,76.9045668674141
"358",-106.8125,39.6875,18,22,358,2498,74.7012813538904
"359",-106.6875,39.6875,19,22,359,2358,76.0246414660185
"360",-106.5625,39.6875,20,22,360,3009,70.0283186118907
"361",-106.4375,39.6875,21,22,361,2965,70.4211236700041
"367",-105.6875,39.6875,27,22,367,3150,68.7814915057287
"368",-105.5625,39.6875,28,22,368,2829,71.6465433997188
"369",-105.4375,39.6875,29,22,369,2748,72.3845545881729
"370",-105.3125,39.6875,30,22,370,2226,77.2897062665688
"371",-105.1875,39.6875,31,22,371,1967,79.8214580563979
"372",-105.0625,39.6875,32,22,372,1641,83.1031731240158
"373",-104.9375,39.6875,33,22,373,1630,83.2157813569189
"376",-108.8125,39.5625,2,21,376,2120,78.317884638383
"377",-108.6875,39.5625,3,21,377,2166,77.8703424788502
"378",-108.5625,39.5625,4,21,378,2301,76.5688460546834
"379",-108.4375,39.5625,5,21,379,2171,77.8218216397763
"380",-108.3125,39.5625,6,21,380,2297,76.6071539745038
"381",-108.1875,39.5625,7,21,381,2500,74.6825122828135
"382",-108.0625,39.5625,8,21,382,2431,75.3322560689067
"383",-107.9375,39.5625,9,21,383,2374,75.8724466059522
"384",-107.8125,39.5625,10,21,384,1716,82.338673907453
"385",-107.6875,39.5625,11,21,385,1702,82.4809463869158
"386",-107.5625,39.5625,12,21,386,1887,80.6168951206719
"387",-107.4375,39.5625,13,21,387,2016,79.3373996371621
"388",-107.3125,39.5625,14,21,388,2110,78.4154514583178
"389",-107.1875,39.5625,15,21,389,2469,74.9738623850688
"390",-107.0625,39.5625,16,21,390,2540,74.307932010364
"391",-106.9375,39.5625,17,21,391,2636,73.4151431679455
"392",-106.8125,39.5625,18,21,392,2765,72.2291552594997
"393",-106.6875,39.5625,19,21,393,2795,71.955580199019
"395",-106.4375,39.5625,21,21,395,3092,69.292175559638
"398",-106.0625,39.5625,24,21,398,2946,70.5912946346862
"399",-105.9375,39.5625,25,21,399,3178,68.5360475464667
"402",-105.5625,39.5625,28,21,402,3108,69.150991566276
"403",-105.4375,39.5625,29,21,403,2934,70.6989424837614
"404",-105.3125,39.5625,30,21,404,2520,74.4950315057052
"405",-105.1875,39.5625,31,21,405,2280,76.770135811315
"406",-105.0625,39.5625,32,21,406,1690,82.6030526010608
"407",-104.9375,39.5625,33,21,407,1785,81.6403738942113
"410",-108.8125,39.4375,2,20,410,1878,80.7067819630226
"411",-108.6875,39.4375,3,20,411,2103,78.4838067743106
"412",-108.5625,39.4375,4,20,412,2335,76.2438545846817
"413",-108.4375,39.4375,5,20,413,2204,77.5021977147721
"414",-108.3125,39.4375,6,20,414,1914,80.3477208547846
"415",-108.1875,39.4375,7,20,415,2223,77.3186545620028
"416",-108.0625,39.4375,8,20,416,1686,82.6437871843598
"417",-107.9375,39.4375,9,20,417,1932,80.1686760025217
"418",-107.8125,39.4375,10,20,418,2205,77.4925287616181
"419",-107.6875,39.4375,11,20,419,1897,80.5171159437657
"420",-107.5625,39.4375,12,20,420,2210,77.4441986461184
"421",-107.4375,39.4375,13,20,421,2466,75.0021063275907
"422",-107.3125,39.4375,14,20,422,2035,79.1503442760557
"423",-107.1875,39.4375,15,20,423,2101,78.503345724018
"424",-107.0625,39.4375,16,20,424,2632,73.4521684398151
"425",-106.9375,39.4375,17,20,425,3048,69.6816354731463
"426",-106.8125,39.4375,18,20,426,3099,69.2303788708961
"427",-106.6875,39.4375,19,20,427,3084,69.3628550320578
"432",-106.0625,39.4375,24,20,432,3192,68.4135918009239
"434",-105.8125,39.4375,26,20,434,3171,68.5973419409018
"435",-105.6875,39.4375,27,20,435,3133,68.9308579675916
"436",-105.5625,39.4375,28,20,436,2798,71.9282689062264
"437",-105.4375,39.4375,29,20,437,2628,73.4892088303386
"438",-105.3125,39.4375,30,20,438,2448,75.1717509673715
"439",-105.1875,39.4375,31,20,439,2319,76.3966523182798
"440",-105.0625,39.4375,32,20,440,1802,81.4690674130011
"441",-104.9375,39.4375,33,20,441,1828,81.2076323506252
"444",-108.8125,39.3125,2,19,444,1489,84.6701899878699
"445",-108.6875,39.3125,3,19,445,1523,84.31761283228
"446",-108.5625,39.3125,4,19,446,2022,79.2782908939811
"447",-108.4375,39.3125,5,19,447,1998,79.5149400158934
"448",-108.3125,39.3125,6,19,448,1624,83.2772560870284
"449",-108.1875,39.3125,7,19,449,1593,83.5954616334925
"450",-108.0625,39.3125,8,19,450,2220,77.3476116362806
"451",-107.9375,39.3125,9,19,451,2226,77.2897062665688
"452",-107.8125,39.3125,10,19,452,2454,75.1151682674398
"453",-107.6875,39.3125,11,19,453,2396,75.6635815981012
"454",-107.5625,39.3125,12,19,454,2575,73.9814235679879
"455",-107.4375,39.3125,13,19,455,2801,71.9009660079436
"456",-107.3125,39.3125,14,19,456,2579,73.9441824090788
"457",-107.1875,39.3125,15,19,457,2479,74.8797781033909
"458",-107.0625,39.3125,16,19,458,2450,75.1528862339527
"459",-106.9375,39.3125,17,19,459,2372,75.8914574599948
"460",-106.8125,39.3125,18,19,460,3078,69.4159029372326
"467",-105.9375,39.3125,25,19,467,3161,68.6849823542521
"468",-105.8125,39.3125,26,19,468,2871,71.2662767613122
"469",-105.6875,39.3125,27,19,469,2850,71.4562052521959
"471",-105.4375,39.3125,29,19,471,3169,68.6148627754778
"472",-105.3125,39.3125,30,19,472,2521,74.4856674804323
"473",-105.1875,39.3125,31,19,473,2140,78.1230458878233
"474",-105.0625,39.3125,32,19,474,2309,76.4922767489444
"475",-104.9375,39.3125,33,19,475,1978,79.7125842726296
"478",-108.8125,39.1875,2,18,478,1392,85.6826384247401
"479",-108.6875,39.1875,3,18,479,1422,85.3684686836403
"480",-108.5625,39.1875,4,18,480,1639,83.1236381650438
"481",-108.4375,39.1875,5,18,481,1954,79.9502822809455
"482",-108.3125,39.1875,6,18,482,1676,82.7456948095034
"483",-108.1875,39.1875,7,18,483,1731,82.1864596883715
"484",-108.0625,39.1875,8,18,484,1852,80.96691102987
"485",-107.9375,39.1875,9,18,485,2011,79.3866841784205
"486",-107.8125,39.1875,10,18,486,2589,73.8511459196757
"487",-107.6875,39.1875,11,18,487,2667,73.1287094077298
"488",-107.5625,39.1875,12,18,488,2931,70.7258752044871
"489",-107.4375,39.1875,13,18,489,2731,72.540224531912
"490",-107.3125,39.1875,14,18,490,2795,71.955580199019
"491",-107.1875,39.1875,15,18,491,2689,72.9259833468035
"492",-107.0625,39.1875,16,18,492,3057,69.6018293743317
"493",-106.9375,39.1875,17,18,493,2827,71.6646922322558
"494",-106.8125,39.1875,18,18,494,2831,71.6283982890158
"498",-106.3125,39.1875,22,18,498,3086,69.3451796935531
"500",-106.0625,39.1875,24,18,500,3134,68.9220644409703
"501",-105.9375,39.1875,25,18,501,2948,70.573366237124
"502",-105.8125,39.1875,26,18,502,2913,70.887646050798
"503",-105.6875,39.1875,27,18,503,2863,71.3385822109031
"504",-105.5625,39.1875,28,18,504,3035,69.7970417461001
"505",-105.4375,39.1875,29,18,505,3152,68.7639362250002
"506",-105.3125,39.1875,30,18,506,2249,77.0680607696879
"507",-105.1875,39.1875,31,18,507,2291,76.6646449514433
"508",-105.0625,39.1875,32,18,508,2631,73.4614271198877
"509",-104.9375,39.1875,33,18,509,2248,77.0776868156497
"512",-108.8125,39.0625,2,17,512,2054,78.9636461887737
"513",-108.6875,39.0625,3,17,513,1955,79.9403667521791
"514",-108.5625,39.0625,4,17,514,1441,85.1699774406946
"515",-108.4375,39.0625,5,17,515,1459,84.9822779863558
"516",-108.3125,39.0625,6,17,516,2037,79.130675030352
"517",-108.1875,39.0625,7,17,517,2911,70.9056390683449
"518",-108.0625,39.0625,8,17,518,3172,68.5885828822373
"519",-107.9375,39.0625,9,17,519,3095,69.2656857975172
"520",-107.8125,39.0625,10,17,520,3106,69.168626815953
"521",-107.6875,39.0625,11,17,521,3134,68.9220644409703
"522",-107.5625,39.0625,12,17,522,2618,73.5818759817519
"523",-107.4375,39.0625,13,17,523,2499,74.6918963409699
"524",-107.3125,39.0625,14,17,524,2970,70.3763970915493
"525",-107.1875,39.0625,15,17,525,3018,69.9481911199289
"532",-106.3125,39.0625,22,17,532,2899,71.0136748508167
"534",-106.0625,39.0625,24,17,534,3033,69.8148102859349
"535",-105.9375,39.0625,25,17,535,2797,71.9373717376699
"536",-105.8125,39.0625,26,17,536,2738,72.4760923467644
"537",-105.6875,39.0625,27,17,537,2719,72.6502723246395
"538",-105.5625,39.0625,28,17,538,2890,71.0947891271815
"539",-105.4375,39.0625,29,17,539,2691,72.9075762938785
"540",-105.3125,39.0625,30,17,540,2692,72.8983741783074
"541",-105.1875,39.0625,31,17,541,2685,72.9628087418448
"542",-105.0625,39.0625,32,17,542,2683,72.981227085138
"543",-104.9375,39.0625,33,17,543,2714,72.6961654510931
"546",-108.8125,38.9375,2,16,546,2197,77.5699077431823
"547",-108.6875,38.9375,3,16,547,2284,76.7317619080132
"548",-108.5625,38.9375,4,16,548,1751,81.9838619103819
"549",-108.4375,38.9375,5,16,549,1509,84.4626473948555
"550",-108.3125,38.9375,6,16,550,1768,81.8119719335137
"551",-108.1875,38.9375,7,16,551,2358,76.0246414660185
"552",-108.0625,38.9375,8,16,552,2602,73.7303402121713
"553",-107.9375,38.9375,9,16,553,2238,77.174000832551
"554",-107.8125,38.9375,10,16,554,2511,74.579350636263
"555",-107.6875,38.9375,11,16,555,2749,72.3754059636369
"556",-107.5625,38.9375,12,16,556,2269,76.8757441784739
"557",-107.4375,38.9375,13,16,557,2408,75.5498516186486
"558",-107.3125,38.9375,14,16,558,2326,76.3297728294858
"559",-107.1875,38.9375,15,16,559,2692,72.8983741783074
"567",-106.1875,38.9375,23,16,567,2859,71.374757204862
"568",-106.0625,38.9375,24,16,568,3049,69.6727644715259
"569",-105.9375,38.9375,25,16,569,2788,72.0193392052751
"570",-105.8125,38.9375,26,16,570,2770,72.1835010233263
