"","lon","lat","lon.ind","lat.ind","ind","elev","airpr"
"571",-105.6875,38.9375,27,16,571,2736,72.4944111415467
"572",-105.5625,38.9375,28,16,572,2677,73.0365047051709
"573",-105.4375,38.9375,29,16,573,2735,72.5035719447977
"574",-105.3125,38.9375,30,16,574,2604,73.7117689297402
"575",-105.1875,38.9375,31,16,575,2758,72.2931104680062
"576",-105.0625,38.9375,32,16,576,2689,72.9259833468035
"577",-104.9375,38.9375,33,16,577,2744,72.4211584508925
"580",-108.8125,38.8125,2,15,580,2511,74.579350636263
"581",-108.6875,38.8125,3,15,581,2506,74.6262279797564
"582",-108.5625,38.8125,4,15,582,2224,77.3090041548649
"583",-108.4375,38.8125,5,15,583,2061,78.8949526396922
"584",-108.3125,38.8125,6,15,584,1585,83.6777388056611
"585",-108.1875,38.8125,7,15,585,1631,83.205539142057
"586",-108.0625,38.8125,8,15,586,1571,83.8218816346293
"587",-107.9375,38.8125,9,15,587,1601,83.5132499813368
"588",-107.8125,38.8125,10,15,588,1718,82.3183654995019
"589",-107.6875,38.8125,11,15,589,1698,82.5216322073038
"590",-107.5625,38.8125,12,15,590,2528,74.4201459870072
"591",-107.4375,38.8125,13,15,591,2784,72.0557934575295
"592",-107.3125,38.8125,14,15,592,2638,73.3966362000304
"593",-107.1875,38.8125,15,15,593,3071,69.4778336754666
"594",-107.0625,38.8125,16,15,594,2952,70.5375205030201
"595",-106.9375,38.8125,17,15,595,3159,68.7025213119301
"597",-106.6875,38.8125,19,15,597,3134,68.9220644409703
"598",-106.5625,38.8125,20,15,598,3061,69.5663837620818
"601",-106.1875,38.8125,23,15,601,2902,70.9866534177665
"602",-106.0625,38.8125,24,15,602,2639,73.3873841328197
"603",-105.9375,38.8125,25,15,603,2914,70.8786509285721
"604",-105.8125,38.8125,26,15,604,2908,70.9326355284934
"605",-105.6875,38.8125,27,15,605,3014,69.9837941681173
"606",-105.5625,38.8125,28,15,606,2877,71.2120866267986
"607",-105.4375,38.8125,29,15,607,2785,72.0466784940278
"608",-105.3125,38.8125,30,15,608,2514,74.5512356772311
"609",-105.1875,38.8125,31,15,609,2802,71.8918669069547
"611",-104.9375,38.8125,33,15,611,3088,69.3275080023655
"614",-108.8125,38.6875,2,14,614,2519,74.5043964841825
"615",-108.6875,38.6875,3,14,615,2641,73.3688828315229
"616",-108.5625,38.6875,4,14,616,2400,75.6256562122961
"617",-108.4375,38.6875,5,14,617,2225,77.2993547230787
"618",-108.3125,38.6875,6,14,618,1770,81.7917687837618
"619",-108.1875,38.6875,7,14,619,1644,83.0724832123639
"620",-108.0625,38.6875,8,14,620,1568,83.8527955258032
"621",-107.9375,38.6875,9,14,621,1604,83.4824374955077
"622",-107.8125,38.6875,10,14,622,1967,79.8214580563979
"623",-107.6875,38.6875,11,14,623,1941,80.0792748062367
"624",-107.5625,38.6875,12,14,624,2263,76.9333983060432
"625",-107.4375,38.6875,13,14,625,2660,73.1933087641336
"626",-107.3125,38.6875,14,14,626,3066,69.5220973029037
"628",-107.0625,38.6875,16,14,628,2740,72.4577773004525
"629",-106.9375,38.6875,17,14,629,2769,72.1926300007236
"630",-106.8125,38.6875,18,14,630,2740,72.4577773004525
"631",-106.6875,38.6875,19,14,631,3036,69.7881588494768
"635",-106.1875,38.6875,23,14,635,3166,68.6411508215342
"636",-106.0625,38.6875,24,14,636,2473,74.9362171926239
"637",-105.9375,38.6875,25,14,637,2989,70.2066458232158
"638",-105.8125,38.6875,26,14,638,2881,71.1759784106127
"639",-105.6875,38.6875,27,14,639,3040,69.7526364165938
"640",-105.5625,38.6875,28,14,640,2690,72.9167793500193
"641",-105.4375,38.6875,29,14,641,2786,72.0375644642002
"642",-105.3125,38.6875,30,14,642,2400,75.6256562122961
"643",-105.1875,38.6875,31,14,643,2642,73.3596335972895
"644",-105.0625,38.6875,32,14,644,2926,70.7707815340021
"645",-104.9375,38.6875,33,14,645,2934,70.6989424837614
"648",-108.8125,38.5625,2,13,648,1852,80.96691102987
"649",-108.6875,38.5625,3,13,649,2323,76.3584296599602
"650",-108.5625,38.5625,4,13,650,2635,73.4243980687973
"651",-108.4375,38.5625,5,13,651,2438,75.2661321599338
"652",-108.3125,38.5625,6,13,652,2231,77.2414786105236
"653",-108.1875,38.5625,7,13,653,2028,79.2192178148774
"654",-108.0625,38.5625,8,13,654,1767,81.8220750235976
"655",-107.9375,38.5625,9,13,655,1719,82.308212816615
"656",-107.8125,38.5625,10,13,656,1999,79.5050682293806
"657",-107.6875,38.5625,11,13,657,2388,75.7394785715835
"658",-107.5625,38.5625,12,13,658,2532,74.3827260926869
"659",-107.4375,38.5625,13,13,659,2839,71.5558550528667
"660",-107.3125,38.5625,14,13,660,2619,73.5726050110574
"661",-107.1875,38.5625,15,13,661,2773,72.1561196994745
"662",-107.0625,38.5625,16,13,662,2552,74.1958550814841
"663",-106.9375,38.5625,17,13,663,2395,75.673065350464
"664",-106.8125,38.5625,18,13,664,2559,74.1305401114504
"665",-106.6875,38.5625,19,13,665,2641,73.3688828315229
"666",-106.5625,38.5625,20,13,666,2944,70.6092267200289
"667",-106.4375,38.5625,21,13,667,3067,69.5132427511652
"669",-106.1875,38.5625,23,13,669,2850,71.4562052521959
"670",-106.0625,38.5625,24,13,670,2239,77.1643650477713
"671",-105.9375,38.5625,25,13,671,2444,75.209491937514
"672",-105.8125,38.5625,26,13,672,2864,71.3295407825428
"673",-105.6875,38.5625,27,13,673,2842,71.5286666818418
"674",-105.5625,38.5625,28,13,674,2616,73.6004207610623
"675",-105.4375,38.5625,29,13,675,2303,76.5496979124122
"676",-105.3125,38.5625,30,13,676,2067,78.8361109760018
"677",-105.1875,38.5625,31,13,677,1963,79.8610783639112
"678",-105.0625,38.5625,32,13,678,1958,79.9106261402888
"679",-104.9375,38.5625,33,13,679,1949,79.9998748642428
"682",-108.8125,38.4375,2,12,682,1726,82.2371724228313
"683",-108.6875,38.4375,3,12,683,1904,80.4473300381986
"684",-108.5625,38.4375,4,12,684,2660,73.1933087641336
"685",-108.4375,38.4375,5,12,685,2681,72.9996491930643
"686",-108.3125,38.4375,6,12,686,2576,73.9721118547539
"687",-108.1875,38.4375,7,12,687,2309,76.4922767489444
"688",-108.0625,38.4375,8,12,688,1983,79.6631359563
"689",-107.9375,38.4375,9,12,689,1846,81.0270371193534
"690",-107.8125,38.4375,10,12,690,1908,80.4074743728112
"691",-107.6875,38.4375,11,12,691,2246,77.096941828277
"692",-107.5625,38.4375,12,12,692,2509,74.598098711523
"693",-107.4375,38.4375,13,12,693,2677,73.0365047051709
"694",-107.3125,38.4375,14,12,694,2421,75.4268003875994
"695",-107.1875,38.4375,15,12,695,2446,75.1906195350265
"696",-107.0625,38.4375,16,12,696,2471,74.9550378751538
"697",-106.9375,38.4375,17,12,697,2527,74.4295033419282
"698",-106.8125,38.4375,18,12,698,2575,73.9814235679879
"699",-106.6875,38.4375,19,12,699,2544,74.2705578128684
"700",-106.5625,38.4375,20,12,700,2692,72.8983741783074
"701",-106.4375,38.4375,21,12,701,2906,70.9506377919922
"704",-106.0625,38.4375,24,12,704,2923,70.797736411889
"705",-105.9375,38.4375,25,12,705,2679,73.0180750662124
"706",-105.8125,38.4375,26,12,706,2402,75.6066992925353
"707",-105.6875,38.4375,27,12,707,2593,73.8139578746352
"708",-105.5625,38.4375,28,12,708,2227,77.2800587852597
"709",-105.4375,38.4375,29,12,709,2166,77.8703424788502
"710",-105.3125,38.4375,30,12,710,1892,80.5669930245435
"711",-105.1875,38.4375,31,12,711,1664,82.8681182489267
"712",-105.0625,38.4375,32,12,712,1688,82.6234178599914
"713",-104.9375,38.4375,33,12,713,1700,82.5012872662527
"716",-108.8125,38.3125,2,11,716,1784,81.6504598220052
"717",-108.6875,38.3125,3,11,717,1832,81.1674719378293
"718",-108.5625,38.3125,4,11,718,1842,81.0671412609752
"719",-108.4375,38.3125,5,11,719,1973,79.7620574396388
"720",-108.3125,38.3125,6,11,720,2421,75.4268003875994
"721",-108.1875,38.3125,7,11,721,2719,72.6502723246395
"722",-108.0625,38.3125,8,11,722,2718,72.6594490726123
"723",-107.9375,38.3125,9,11,723,2504,74.6449855963409
"724",-107.8125,38.3125,10,11,724,2129,78.2301585676646
"725",-107.6875,38.3125,11,11,725,2387,75.7489700261517
"726",-107.5625,38.3125,12,11,726,2812,71.8009271687022
"727",-107.4375,38.3125,13,11,727,2945,70.6002602163487
"728",-107.3125,38.3125,14,11,728,2888,71.1128247062066
"729",-107.1875,38.3125,15,11,729,2617,73.5911478983956
"730",-107.0625,38.3125,16,11,730,2861,71.3566678516332
"731",-106.9375,38.3125,17,11,731,3045,69.7082539657003
"732",-106.8125,38.3125,18,11,732,2877,71.2120866267986
"733",-106.6875,38.3125,19,11,733,2936,70.6809919508108
"735",-106.4375,38.3125,21,11,735,3197,68.3699005668055
"736",-106.3125,38.3125,22,11,736,3029,69.8503583539787
"738",-106.0625,38.3125,24,11,738,2806,71.8554798265767
"739",-105.9375,38.3125,25,11,739,2487,74.8045795316927
"740",-105.8125,38.3125,26,11,740,2902,70.9866534177665
"741",-105.6875,38.3125,27,11,741,2635,73.4243980687973
"742",-105.5625,38.3125,28,11,742,2366,75.9485131661312
"743",-105.4375,38.3125,29,11,743,2310,76.4827099468159
"744",-105.3125,38.3125,30,11,744,2522,74.4763044082894
"745",-105.1875,38.3125,31,11,745,2260,76.9622384963931
"746",-105.0625,38.3125,32,11,746,1700,82.5012872662527
"747",-104.9375,38.3125,33,11,747,1606,83.4619009528808
"750",-108.8125,38.1875,2,10,750,1974,79.7521608177241
"751",-108.6875,38.1875,3,10,751,1947,80.0197188707407
"752",-108.5625,38.1875,4,10,752,1791,81.5798795106265
"753",-108.4375,38.1875,5,10,753,1875,80.7367622714457
"754",-108.3125,38.1875,6,10,754,2162,77.9091767848449
"755",-108.1875,38.1875,7,10,755,2347,76.1294187581417
"756",-108.0625,38.1875,8,10,756,2707,72.7604552631168
"757",-107.9375,38.1875,9,10,757,2809,71.828199304003
"758",-107.8125,38.1875,10,10,758,2323,76.3584296599602
"759",-107.6875,38.1875,11,10,759,2237,77.1836375916269
"760",-107.5625,38.1875,12,10,760,3032,69.8236959292908
"762",-107.3125,38.1875,14,10,762,2835,71.5921192307763
"763",-107.1875,38.1875,15,10,763,2930,70.7348546240326
"764",-107.0625,38.1875,16,10,764,2849,71.4652596788933
"765",-106.9375,38.1875,17,10,765,3084,69.3628550320578
"766",-106.8125,38.1875,18,10,766,2861,71.3566678516332
"767",-106.6875,38.1875,19,10,767,2910,70.9146369638113
"768",-106.5625,38.1875,20,10,768,3010,70.0194118886583
"769",-106.4375,38.1875,21,10,769,2787,72.0284513679737
"770",-106.3125,38.1875,22,10,770,2683,72.981227085138
"771",-106.1875,38.1875,23,10,771,2931,70.7258752044871
"772",-106.0625,38.1875,24,10,772,2724,72.6044026609887
"773",-105.9375,38.1875,25,10,773,2470,74.9644496516509
"774",-105.8125,38.1875,26,10,774,3154,68.7463845726203
"776",-105.5625,38.1875,28,10,776,2420,75.4362601013862
"777",-105.4375,38.1875,29,10,777,2390,75.7204985514842
"778",-105.3125,38.1875,30,10,778,2622,73.5447977739306
"779",-105.1875,38.1875,31,10,779,2806,71.8554798265767
"780",-105.0625,38.1875,32,10,780,1910,80.387552536742
"781",-104.9375,38.1875,33,10,781,1734,82.1560442046321
"784",-108.8125,38.0625,2,9,784,1768,81.8119719335137
"785",-108.6875,38.0625,3,9,785,1882,80.6668222417482
"786",-108.5625,38.0625,4,9,786,2040,79.1011785830489
"787",-108.4375,38.0625,5,9,787,2274,76.8277258018089
"788",-108.3125,38.0625,6,9,788,2464,75.0209404085733
"789",-108.1875,38.0625,7,9,789,2488,74.7951840114632
"790",-108.0625,38.0625,8,9,790,2573,74.0000498419134
"791",-107.9375,38.0625,9,9,791,2912,70.8966420973647
"792",-107.8125,38.0625,10,9,792,3128,68.9748392288921
"793",-107.6875,38.0625,11,9,793,2928,70.7528162325147
"796",-107.3125,38.0625,14,9,796,3008,70.0372262525064
"798",-107.0625,38.0625,16,9,798,3122,69.027646733958
"801",-106.6875,38.0625,19,9,801,3113,69.1069193701416
"802",-106.5625,38.0625,20,9,802,2914,70.8786509285721
"803",-106.4375,38.0625,21,9,803,2999,70.1174363122298
"804",-106.3125,38.0625,22,9,804,2902,70.9866534177665
"805",-106.1875,38.0625,23,9,805,2508,74.6074741801474
"806",-106.0625,38.0625,24,9,806,2321,76.3775390530099
"807",-105.9375,38.0625,25,9,807,2315,76.4348904678815
"808",-105.8125,38.0625,26,9,808,2366,75.9485131661312
"809",-105.6875,38.0625,27,9,809,2918,70.8426796816237
"810",-105.5625,38.0625,28,9,810,3036,69.7881588494768
"811",-105.4375,38.0625,29,9,811,2507,74.6168506028671
"812",-105.3125,38.0625,30,9,812,2777,72.1196243510655
"813",-105.1875,38.0625,31,9,813,3159,68.7025213119301
"814",-105.0625,38.0625,32,9,814,2525,74.4482209098989
"815",-104.9375,38.0625,33,9,815,2019,79.3078408065327
"818",-108.8125,37.9375,2,8,818,1938,80.1090662305254
"819",-108.6875,37.9375,3,8,819,1820,81.2880014468491
"820",-108.5625,37.9375,4,8,820,2246,77.096941828277
"821",-108.4375,37.9375,5,8,821,2432,75.3228069173136
"822",-108.3125,37.9375,6,8,822,2551,74.2051895942203
"823",-108.1875,37.9375,7,8,823,2703,72.7972129636015
"824",-108.0625,37.9375,8,8,824,2788,72.0193392052751
"825",-107.9375,37.9375,9,8,825,2812,71.8009271687022
"837",-106.4375,37.9375,21,8,837,3103,69.1950865185764
"838",-106.3125,37.9375,22,8,838,2757,72.302250668383
"839",-106.1875,37.9375,23,8,839,2418,75.4551824109756
"840",-106.0625,37.9375,24,8,840,2310,76.4827099468159
"841",-105.9375,37.9375,25,8,841,2306,76.5209829693641
"842",-105.8125,37.9375,26,8,842,2316,76.4253294779107
"843",-105.6875,37.9375,27,8,843,2380,75.8154371794533
"845",-105.4375,37.9375,29,8,845,2795,71.955580199019
"846",-105.3125,37.9375,30,8,846,2718,72.6594490726123
"847",-105.1875,37.9375,31,8,847,2855,71.4109470511478
"848",-105.0625,37.9375,32,8,848,2918,70.8426796816237
"849",-104.9375,37.9375,33,8,849,2247,77.0873138351543
"852",-108.8125,37.8125,2,7,852,2251,77.0488115980913
"853",-108.6875,37.8125,3,7,853,2480,74.8703749358312
"854",-108.5625,37.8125,4,7,854,2329,76.3011247081312
"855",-108.4375,37.8125,5,7,855,2567,74.0559514486785
"856",-108.3125,37.8125,6,7,856,2722,72.6227477115001
"857",-108.1875,37.8125,7,7,857,3085,69.3540169068548
"858",-108.0625,37.8125,8,7,858,3181,68.5097921000684
"865",-107.1875,37.8125,15,7,865,3114,69.0981076608639
"866",-107.0625,37.8125,16,7,866,3187,68.4573056405783
"867",-106.9375,37.8125,17,7,867,2928,70.7528162325147
"868",-106.8125,37.8125,18,7,868,2998,70.126353130656
"870",-106.5625,37.8125,20,7,870,2810,71.8191076604143
"871",-106.4375,37.8125,21,7,871,2849,71.4652596788933
"872",-106.3125,37.8125,22,7,872,2433,75.3133587254724
"873",-106.1875,37.8125,23,7,873,2348,76.1198887207365
"874",-106.0625,37.8125,24,7,874,2318,76.4062104031849
"875",-105.9375,37.8125,25,7,875,2309,76.4922767489444
"876",-105.8125,37.8125,26,7,876,2302,76.5592714988072
"877",-105.6875,37.8125,27,7,877,2324,76.3488764153304
"878",-105.5625,37.8125,28,7,878,2607,73.6839191082834
"879",-105.4375,37.8125,29,7,879,3000,70.1085204119101
"880",-105.3125,37.8125,30,7,880,2357,76.0341618464865
"881",-105.1875,37.8125,31,7,881,2227,77.2800587852597
"882",-105.0625,37.8125,32,7,882,2343,76.167548569569
"883",-104.9375,37.8125,33,7,883,2204,77.5021977147721
"886",-108.8125,37.6875,2,6,886,2145,78.0743975801825
"887",-108.6875,37.6875,3,6,887,2275,76.8181250415342
"888",-108.5625,37.6875,4,6,888,2518,74.5137624159382
"889",-108.4375,37.6875,5,6,889,2406,75.5687969963091
"890",-108.3125,37.6875,6,6,890,2759,72.2839712032806
"891",-108.1875,37.6875,7,6,891,2818,71.746408052029
"892",-108.0625,37.6875,8,6,892,3162,68.6762142351117
"900",-107.0625,37.6875,16,6,900,2856,71.4018981969156
"902",-106.8125,37.6875,18,6,902,3104,69.1862657071917
"903",-106.6875,37.6875,19,6,903,2802,71.8918669069547
"904",-106.5625,37.6875,20,6,904,2577,73.9628010905737
"905",-106.4375,37.6875,21,6,905,2495,74.7294421219786
"906",-106.3125,37.6875,22,6,906,2388,75.7394785715835
"907",-106.1875,37.6875,23,6,907,2358,76.0246414660185
"908",-106.0625,37.6875,24,6,908,2323,76.3584296599602
"909",-105.9375,37.6875,25,6,909,2314,76.4444524263576
"910",-105.8125,37.6875,26,6,910,2299,76.5879980751803
"911",-105.6875,37.6875,27,6,911,2300,76.5784215801161
"912",-105.5625,37.6875,28,6,912,2537,74.3359726512918
"913",-105.4375,37.6875,29,6,913,3044,69.717128626023
"914",-105.3125,37.6875,30,6,914,2520,74.4950315057052
"915",-105.1875,37.6875,31,6,915,2484,74.8327718266145
"916",-105.0625,37.6875,32,6,916,2076,78.7479151141855
"917",-104.9375,37.6875,33,6,917,1984,79.6532492742751
"920",-108.8125,37.5625,2,5,920,2076,78.7479151141855
"921",-108.6875,37.5625,3,5,921,2113,78.386171084045
"922",-108.5625,37.5625,4,5,922,2200,77.5408832967517
"923",-108.4375,37.5625,5,5,923,2329,76.3011247081312
"924",-108.3125,37.5625,6,5,924,2619,73.5726050110574
"925",-108.1875,37.5625,7,5,925,2798,71.9282689062264
"926",-108.0625,37.5625,8,5,926,3196,68.3786370056157
"927",-107.9375,37.5625,9,5,927,2803,71.8827687383967
"928",-107.8125,37.5625,10,5,928,2619,73.5726050110574
"932",-107.3125,37.5625,14,5,932,2953,70.5285613734504
"933",-107.1875,37.5625,15,5,933,2912,70.8966420973647
"936",-106.8125,37.5625,18,5,936,3105,69.1774458063412
"937",-106.6875,37.5625,19,5,937,3118,69.0628699211878
"939",-106.4375,37.5625,21,5,939,3071,69.4778336754666
"940",-106.3125,37.5625,22,5,940,2582,73.91626150289
"941",-106.1875,37.5625,23,5,941,2397,75.6540988081777
"942",-106.0625,37.5625,24,5,942,2320,76.3870952015798
"943",-105.9375,37.5625,25,5,943,2311,76.4731441135681
"944",-105.8125,37.5625,26,5,944,2298,76.5975755399512
"945",-105.6875,37.5625,27,5,945,2295,76.6263137532547
"946",-105.5625,37.5625,28,5,946,2846,71.4924285332736
"947",-105.4375,37.5625,29,5,947,3198,68.3611650318591
"948",-105.3125,37.5625,30,5,948,2660,73.1933087641336
"949",-105.1875,37.5625,31,5,949,2838,71.5649197025686
"950",-105.0625,37.5625,32,5,950,2232,77.2318360040876
"951",-104.9375,37.5625,33,5,951,2111,78.4056903496857
"954",-108.8125,37.4375,2,4,954,1980,79.6928019645512
"955",-108.6875,37.4375,3,4,955,2021,79.2881398740612
"956",-108.5625,37.4375,4,4,956,2103,78.4838067743106
"957",-108.4375,37.4375,5,4,957,2221,77.3379583026352
"958",-108.3125,37.4375,6,4,958,2511,74.579350636263
"959",-108.1875,37.4375,7,4,959,2760,72.2748328741329
"961",-107.9375,37.4375,9,4,961,2939,70.6540730712333
"962",-107.8125,37.4375,10,4,962,2395,75.673065350464
"963",-107.6875,37.4375,11,4,963,2994,70.1620295868714
"964",-107.5625,37.4375,12,4,964,2715,72.6869849483375
"965",-107.4375,37.4375,13,4,965,2948,70.573366237124
"966",-107.3125,37.4375,14,4,966,2778,72.1105028497955
"967",-107.1875,37.4375,15,4,967,2513,74.560606376493
"969",-106.9375,37.4375,17,4,969,3114,69.0981076608639
"970",-106.8125,37.4375,18,4,970,3151,68.772713411785
"974",-106.3125,37.4375,22,4,974,2947,70.5823299749688
"975",-106.1875,37.4375,23,4,975,2529,74.4107895846967
"976",-106.0625,37.4375,24,4,976,2319,76.3966523182798
"977",-105.9375,37.4375,25,4,977,2308,76.5018445200285
"978",-105.8125,37.4375,26,4,978,2295,76.6263137532547
"979",-105.6875,37.4375,27,4,979,2306,76.5209829693641
"980",-105.5625,37.4375,28,4,980,2365,75.9580258264409
"981",-105.4375,37.4375,29,4,981,2481,74.8609727244481
"982",-105.3125,37.4375,30,4,982,2697,72.852377706425
"983",-105.1875,37.4375,31,4,983,2924,70.7887505290758
"984",-105.0625,37.4375,32,4,984,2355,76.0532055035674
"985",-104.9375,37.4375,33,4,985,2449,75.1623181214199
"988",-108.8125,37.3125,2,3,988,2208,77.4635277625662
"989",-108.6875,37.3125,3,3,989,1894,80.5470391909276
"990",-108.5625,37.3125,4,3,990,2082,78.6891622715028
"991",-108.4375,37.3125,5,3,991,2249,77.0680607696879
"992",-108.3125,37.3125,6,3,992,2230,77.2511221917834
"993",-108.1875,37.3125,7,3,993,2365,75.9580258264409
"994",-108.0625,37.3125,8,3,994,2518,74.5137624159382
"995",-107.9375,37.3125,9,3,995,2300,76.5784215801161
"996",-107.8125,37.3125,10,3,996,2268,76.8853507693917
"997",-107.6875,37.3125,11,3,997,2335,76.2438545846817
"998",-107.5625,37.3125,12,3,998,2297,76.6071539745038
"999",-107.4375,37.3125,13,3,999,2480,74.8703749358312
"1000",-107.3125,37.3125,14,3,1000,2696,72.8615751202502
"1001",-107.1875,37.3125,15,3,1001,2485,74.823373439194
"1002",-107.0625,37.3125,16,3,1002,2298,76.5975755399512
"1003",-106.9375,37.3125,17,3,1003,2293,76.6454774120342
"1004",-106.8125,37.3125,18,3,1004,3181,68.5097921000684
"1008",-106.3125,37.3125,22,3,1008,2792,71.9828998882956
"1009",-106.1875,37.3125,23,3,1009,2503,74.6543658361846
"1010",-106.0625,37.3125,24,3,1010,2343,76.167548569569
"1011",-105.9375,37.3125,25,3,1011,2317,76.4157694563703
"1012",-105.8125,37.3125,26,3,1012,2306,76.5209829693641
"1013",-105.6875,37.3125,27,3,1013,2316,76.4253294779107
"1014",-105.5625,37.3125,28,3,1014,2371,75.9009643333296
"1015",-105.4375,37.3125,29,3,1015,2428,75.360609282943
"1016",-105.3125,37.3125,30,3,1016,3097,69.2480305121313
"1018",-105.0625,37.3125,32,3,1018,2926,70.7707815340021
"1019",-104.9375,37.3125,33,3,1019,2639,73.3873841328197
"1022",-108.8125,37.1875,2,2,1022,2130,78.2204161401579
"1023",-108.6875,37.1875,3,2,1023,1794,81.5496459331179
"1024",-108.5625,37.1875,4,2,1024,2193,77.6086206888944
"1025",-108.4375,37.1875,5,2,1025,2186,77.6764059879254
"1026",-108.3125,37.1875,6,2,1026,2182,77.715161963703
"1027",-108.1875,37.1875,7,2,1027,2195,77.5892622609573
"1028",-108.0625,37.1875,8,2,1028,2298,76.5975755399512
"1029",-107.9375,37.1875,9,2,1029,2223,77.3186545620028
"1030",-107.8125,37.1875,10,2,1030,2091,78.6010995642278
"1031",-107.6875,37.1875,11,2,1031,2102,78.4935757568729
"1032",-107.5625,37.1875,12,2,1032,2161,77.9188878112429
"1033",-107.4375,37.1875,13,2,1033,2456,75.0963150331535
"1034",-107.3125,37.1875,14,2,1034,2169,77.8412270368128
"1035",-107.1875,37.1875,15,2,1035,2187,77.6667194397212
"1036",-107.0625,37.1875,16,2,1036,2223,77.3186545620028
"1037",-106.9375,37.1875,17,2,1037,2278,76.7893285894726
"1038",-106.8125,37.1875,18,2,1038,2667,73.1287094077298
"1039",-106.6875,37.1875,19,2,1039,3103,69.1950865185764
"1041",-106.4375,37.1875,21,2,1041,3091,69.3010073030437
"1042",-106.3125,37.1875,22,2,1042,2887,71.1218438849208
"1043",-106.1875,37.1875,23,2,1043,2612,73.6375216734361
"1044",-106.0625,37.1875,24,2,1044,2370,75.9104721709731
"1045",-105.9375,37.1875,25,2,1045,2336,76.234312949062
"1046",-105.8125,37.1875,26,2,1046,2419,75.44572077582
"1047",-105.6875,37.1875,27,2,1047,2343,76.167548569569
"1048",-105.5625,37.1875,28,2,1048,2368,75.9294907394856
"1049",-105.4375,37.1875,29,2,1049,2444,75.209491937514
"1050",-105.3125,37.1875,30,2,1050,2843,71.5196057506172
"1052",-105.0625,37.1875,32,2,1052,2671,73.0918162227973
"1053",-104.9375,37.1875,33,2,1053,2443,75.2189295770063
